,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10
2250752,2118592,1666784,1609216,2019696,2896544,1357664,2096192,2287488,2307536,2043776
2256464,1128960,1650992,2232944,2319632,3490928,2094848,2061584,1859536,2070544,2111424
2259040,1514352,1419824,1858864,1804544,3310496,1965712,2753520,2339456,3423840,2005136
2264864,2889712,1857968,1783936,2962512,1371328,3068016,1740704,2754416,1605296,3918656
2273040,4164832,1908032,1995392,1681344,2304512,2231488,2441936,2104592,2065616,3409392
2277632,1561616,2493568,2411808,2095856,1867152,2079840,4030320,1363152,3920112,2841216
2278080,1622096,1804544,4049360,1374016,1781696,2106384,2964640,1623216,2848384,1612016
2278528,2532768,2582720,2060240,2928688,2421328,2685648,2052288,2052848,2090816,3376016
2283904,3357648,2083648,2407776,3098144,3066896,1542912,2154992,2961280,2564688,1622096
2292528,1576512,1621424,2706368,1376704,1363264,1726816,2494464,2691808,2846032,1376592
2294880,1569792,1866368,2708160,2307200,2705584,1708336,2002896,1729168,1402240,1531712
2296336,1413552,3304112,2450784,1922592,2897328,1690528,1427888,2545088,4017552,2830464
2298128,1531376,2113776,2061920,2108400,2479904,2580704,1371104,1728832,2583504,3725904
2306640,2321648,2818144,2020816,3920000,2818704,1636096,1767248,1865360,1656032,3788624
2316944,1429792,2566704,2957248,2107280,2367008,1731968,2425024,2801008,2818256,2258032
2319296,2199568,1709680,1970752,1939056,2139760,2818256,2373056,1757728,1687616,2368016
2320640,3097920,4195744,3064208,1397312,4070528,3106544,2366896,2911888,2223984,2298688
2321312,2232496,2579024,1487920,2142784,1395520,2302720,1607424,1505728,2076704,1428896
2324560,3429888,1815184,1650768,2548112,2045232,3352160,1885408,2305296,2430400,1436288
2325792,1900528,2240560,2154768,1991248,2336992,1947456,2466912,1902096,2269904,1576512
2326688,1400224,1553664,2716336,3714032,2229360,2276400,2845248,2336656,1597232,1681120
2329152,2069872,1682016,1703632,2055984,1681456,1858528,1756496,1865696,1700608,2889936
2339680,3371872,1376592,1829520,1357664,2725408,2038064,4126976,1760416,2395680,3083584
2340128,1885184,1681680,1429120,2413264,1924384,2288720,2153088,1661520,3356864,2352560
2344720,1427664,1629712,2140656,1125936,3424064,2414048,2270016,2851520,1469552,1966608
2365888,2336656,2716560,2051616,2276400,1512672,2159136,1122016,2555056,2511488,2937424
2369136,2376864,1358448,2210096,1908928,3352384,2047136,1517488,2757888,2877392,2166976
2372272,1989008,2001776,2155440,2601984,2432864,2603328,1568112,2450896,2949968,1971648
2373952,1360800,1666896,1534624,4028640,2383360,1124480,1610448,2303056,3788624,3130848
2379328,2444288,2474304,1649872,2911888,1859760,3417568,2517536,2256576,1549408,2945376
2386496,2894192,3301424,2447760,1635200,1131872,2831696,2376416,1419040,2276288,1616496
2391312,1499232,1694112,1622096,2698416,1729280,3156160,3917984,1963696,2453136,1591744
2394560,2110528,3862544,1608544,1524432,2318176,1649872,3720864,2397808,1996512,1691088
2394784,2957472,1728832,1927632,1694224,1778896,1686944,2056656,2946384,3918432,2918272
2399712,2846592,3193120,3945648,2410800,2910992,2019248,1375248,2188592,1664768,1602832
2400832,1366960,3555664,1727712,1953056,2916032,1489600,2572528,1389136,3353168,2845472
2403520,1376592,2119264,1932448,1537536,4126976,2720480,1597904,1589280,2384032,3356864
2404416,3714032,1760976,3438400,1382640,2412592,1728944,2838080,3699584,1947232,1481648
2405088,3722656,2412032,2424912,1426544,2239216,1682800,3889312,2288720,4158000,1429120
2407552,2296000,2499504,2527504,2398816,1553664,1549632,1589728,2429392,1877792,1581552
2411024,2468592,2959040,2570736,2845696,3185952,2400272,2715664,2885792,2417184,1376592
2412480,2517984,4036592,2375632,2404528,1724800,2953104,2319744,2814224,2812320,2146032
2413376,2412144,2168992,2380448,2572528,1390256,3128272,3131184,1770608,1374464,3556336
2414944,2271248,2445968,3576832,2532768,4195744,1800848,2377984,2447984,2851520,3304112
2415504,2155440,2705584,2167312,1865696,1571024,3434368,1377376,2760688,1613360,1526448
2420992,2688560,2288496,1616272,3748976,2140432,3928624,2330272,2950416,1361136,2232944
2441488,1773296,1382640,2528400,1635536,2873696,1760976,2691920,1531600,3358432,3171280
2444624,2638160,1748768,1690752,1135792,2528400,1392944,2540944,2932720,1367184,2896432
2463216,1970080,2846480,1867152,1886416,1692880,1374240,3604048,2072784,2142784,2887808
2468368,2496592,2405536,3346336,2685648,1416576,3416784,2443392,1120112,1385104,3155488
2472400,2301488,1685824,2927792,3417568,1648192,1698368,2920736,1559152,2362416,2157792
2475312,1371328,2314144,3371872,1424080,1405936,1514912,2937984,2402848,1618960,1516928
2478560,3610656,1677536,3561824,1822688,1351504,3285408,1697808,2079392,2110528,4132576
2483600,1571360,4030320,1384656,1880256,3191888,1599136,4007584,1355088,2186016,1683360
2485504,3106432,2603104,3492160,3097024,4193952,1452752,2547888,1838816,1661520,1922592
2497936,2850848,1682464,3409504,2082192,2165968,2074352,3784480,1700048,1918448,2144352
2500848,2504768,1690080,2932160,1515584,2517200,2564464,1836240,1971648,1678544,2336208
2501520,1126720,2421216,2316720,1912624,3604272,1933344,2932720,2118144,2445632,2356592
2504768,2845024,1610448,2860144,3150112,1921248,1360800,1685376,1620416,3925264,1120896
2511712,1682576,2387168,3417568,3555552,1352400,1755936,3375232,2251536,2278864,2049712
2518096,2709616,3430784,2511824,2527728,2469936,1387456,2077376,1609888,1986320,3830512
2521568,3184496,1685488,1915872,1428224,1603504,3375008,2166976,1597792,1709008,1622208
2529520,2083536,2770208,2181760,2937536,1571360,1364496,1438864,3332448,1629712,1548288
2530080,1672608,1384544,1694000,2274160,1708336,2837856,1499344,1907472,4132576,2075136
2530304,1361024,2155104,2418528,1132096,2916144,2474304,2900576,1728944,3106544,2227568
2538032,1379840,3083472,2286032,1885184,2517536,1661520,2110304,2840656,2844016,2904160
2538480,1124256,1648304,2450560,1740704,2341024,1620976,2107280,2200240,1861552,1544816
2541280,1126720,2685648,2362192,2938096,1964368,1933568,1361024,1581552,2770208,2118144
2542400,1648416,4060000,2578016,1692992,1592528,1140832,2344832,2532768,3554544,1752016
2548000,2688784,1947456,2706368,3185952,1682240,1621424,1373568,1553888,2235632,3185840
2549568,1965936,1727712,2117472,2154320,3098816,2955680,1449616,3713920,2570400,3368400
2555392,1885968,2019808,1394064,1609776,3199728,2582272,1827840,2076368,4011056,3917088
2564912,1687168,1487920,3083472,1700048,1121008,2076704,2850960,2845472,1902208,2306640
2566816,1568112,2164512,3901968,1599136,2167088,2069760,2366000,3781120,2333968,2140656
2567600,2407776,2543184,2438912,1506176,2250528,1934800,3418800,1548288,2912896,2577904
2568048,1492288,2366784,3928176,2861152,1992032,2146032,1423072,2404528,2118368,1923824
2573200,1718080,2251984,1708336,1124144,1524432,1638896,3456880,1140384,1666784,2144576
2574880,2699200,2564688,3487792,2026864,2888816,3367392,1683360,2394896,4125632,2444064
2576560,2086336,1436176,1607424,3930080,2054864,2335424,2220736,1780800,1694448,1569344
2578128,2240560,1366960,2209424,3951136,2198112,2436336,3968832,1691088,2169776,2414160
2593248,2926896,1521744,1781696,2117136,1515808,4044320,1398880,2431632,1549632,1516816
2601312,1132096,2637712,3321696,1767584,2418528,3712240,1694896,2572976,2280432,2844912
2602208,1531600,1724352,2376976,2580368,3300304,1685152,2157344,2123072,3070704,1771728
2607136,1125824,2155328,1921248,2123072,1766352,3741136,1553216,3366496,1977248,1900528
2612960,1390256,1849904,2319632,1374464,1373904,2810304,3418688,2168992,1605072,1770608
2617328,2305296,3346336,2385152,1435616,2223984,1361024,1772736,1598352,4070528,2194416
2622368,1697808,1740704,3560816,2021600,1750448,1861552,2200240,1363264,1674848,2873024
2623376,1782368,4007584,3310160,2165520,1576512,3092656,2109072,1927520,1687616,1125376
2625952,1376592,2715328,1610000,2910320,1124480,2913904,2442608,3557344,2139424,2079840
2629536,2566704,2200240,2455040,1429792,1611008,2307536,1124256,1650992,2336656,2448432
2633680,2478112,4201232,4025392,1139936,2618336,3456880,2431408,2027872,2482256,2224208
2635472,3561936,1762656,4114656,2257472,1135792,1384880,1531600,1398432,1450064,2424352
2636592,2274160,1122016,2766512,2075136,3063536,4008928,1773968,1923824,1566096,1925056
2639952,2302944,3130064,2546432,2344496,4011056,1687392,2226784,2076704,1704864,1126496
2640848,1574272,1511216,3575376,2548672,1768368,2336208,2713200,2136176,1548288,3357200
2642416,1965712,1690528,3490592,1350496,2509136,2118928,1705424,1701056,1933344,1694448
2649136,2845472,1693328,1487920,2200240,2081408,2704352,2680720,2001776,2493344,1906240
2651040,2880752,4088560,2140432,2533776,2936864,2321872,2373056,1471008,4011056,3184608
2652608,1142736,1908816,1581216,2321648,2691920,1580768,3604160,2492000,1560384,1964032
2652944,4008928,2209424,1453424,1120560,3920112,1626240,2219168,1681344,1697808,2109408
2655744,2532768,2081408,2951088,1685600,2142784,1419488,2351776,1143744,2432864,1379840
2658320,2928912,3743152,2091936,2492112,2933056,2859808,2373168,2155104,2144240,1821904
2660224,2845248,1693776,2085776,2914912,1374016,1493856,2252656,2055984,2957248,2566592
2662912,1685824,2110528,1992032,1908928,2372384,4193952,2110304,1692880,2337664,1682016
2668624,1482656,4036592,3310496,2278304,2535344,1622320,1901984,3723440,2224208,1416464
2672320,2447760,2511824,3331664,2407552,1387456,1566208,2147712,2755424,1120336,2871232
2677360,1902096,1697808,1709008,3920112,2080064,1561616,2942240,3180576,3603712,1673952
2685312,1788080,2705808,2795072,3300976,3951136,3191440,2112432,2685648,1921696,1441104
2690240,1435616,1390256,2075248,2535344,2451232,2165968,2548672,1405600,3945648,4036592
2691136,1445360,3099488,1958544,1388576,1612016,2939776,2766288,3310160,1668352,2546432
2693376,2705808,1549296,2715328,2319632,2243360,2580480,3191440,3300976,2366672,2570736
2693712,1520288,3555440,3098144,2317952,2132928,3562384,3554320,1686048,2154992,2070544
2695056,1435616,1635312,3555440,3416784,4012960,1419824,3943744,1964480,2716784,1458576
2699424,1542912,2290848,2154208,1638672,1964368,3655792,1970752,2940000,2000208,3310496
2700656,2117136,1143296,3064208,2174816,2809184,2005584,3376016,2395344,1902432,1605520
2706928,1886976,1398432,1685152,2157344,2383360,1849008,1666896,2167312,2401504,1724352
2707712,2080288,2396688,1692880,1416128,2860144,1597120,4127200,1676416,1358672,2304512
2717120,3066224,3080560,2323776,2075360,3720640,2186240,3424176,3901968,2227680,2844912
2718576,1371552,2257472,3561936,2278864,2027872,2334192,2489312,2302720,1120896,1741936
2724960,2555392,1360800,1431248,2366784,1143744,2019920,2139648,2565136,1923824,2118368
2726752,3748976,2407888,2688560,3952144,3743152,1604176,1429568,2000880,1762656,2706144
2729664,1361024,2474304,1859760,3430672,2511824,2824528,2372048,2444288,3417568,1987440
2743328,2269904,1755488,1675184,2542736,2049376,1375248,3483424,3129952,4040624,2366784
2748592,2243360,2638160,1385776,2927008,1873648,2551136,2533328,2113664,3917984,1705312
2754528,1471008,1139936,1610000,2603664,3309824,2397696,4012848,2936864,1684928,1996624
2763376,1676416,1964144,1700608,1419264,2199568,2112880,2407888,1691424,1900752,1596784
2765952,1376592,1917328,2442608,1924384,1785168,2705808,2946720,2252768,2157344,1904560
2766512,3309824,2847152,1729056,1471008,3408608,4088560,3479056,2374400,2821392,2039520
2768080,2842560,2240560,2005696,2397136,1140272,3968832,1376704,1873648,2287152,2852192
2772000,2341024,1591632,2877392,3967264,3554320,1740704,1813504,1971200,4072320,2291632
2772112,2209648,2155440,2303280,3359776,2109744,1129296,2350320,2022384,2463328,2288496
2778944,1886976,2107280,1599248,1143968,1686496,1425312,1777776,1858080,1776880,1648304
2779056,2279312,1449840,2186240,2814336,2961392,2192960,1609216,3146976,2944256,1549856
2784432,1684256,2166976,2506000,2548112,2210096,2928240,2432864,3309936,1686496,2166080
2790144,1574496,3409504,1955184,3559024,2199904,2927120,2447760,1518048,1537760,1835680
2792048,2807840,1799616,2353568,1601712,2109408,2815680,2027872,2083536,2438912,2407776
2795072,3311392,1371552,1424416,2019248,3304336,1622208,2188592,1681792,3375008,1916208
2802800,2825760,2050272,3063536,2058448,1368416,2320304,2079280,1843520,1935024,1378496
2803360,2845472,1494416,2412256,1858080,1603504,2704352,1915872,4125520,2188592,2491328
2814784,2859808,2929696,2755312,1124256,2873472,2601872,2377424,1694448,3743152,1415456
2827104,2229696,2307536,2688560,1385440,2411248,1131648,2475088,3154704,2394896,3950688
2840880,2582720,1939056,3952144,1531600,2844912,2060240,1771728,2565024,2450448,3195024
2842784,2317952,1382752,2690240,3185952,3555552,2111200,2119600,1691872,1693104,1879472
2843792,1762880,2494464,1569792,1783936,2493568,3358320,1927520,3127824,2638832,2845920
2844464,1729056,1648976,1623328,1809808,1950256,1589728,2821392,2269120,1676864,1610000
2848720,3464832,1622208,2391984,2449440,3372992,1775312,1692768,2502640,2308432,1563744
2849168,2860816,3098704,2079392,2705808,2153648,2117136,3943856,1366960,3561264,1566544
2850960,2566704,3082912,1687616,1429120,1731968,1574160,1683360,2754416,2326352,2299920
2854880,2771888,1924944,1769824,1356880,2901472,1773632,2827216,1720992,2804256,3487344
2874368,1789088,3059840,3862544,1376704,2579920,1996512,3154816,1948800,2411136,1620640
2880976,1935584,2418640,3064992,3968832,1933232,1694336,1718416,2565024,1129296,1389136
2889824,1684816,1608544,2860144,1861552,3150112,3560816,1432592,2288272,3292464,2485056
2892400,2060128,1548400,2716336,2555056,2113888,2046016,1729056,1438080,2274160,2797200
2894640,1580544,2360064,1569792,4011952,2705584,2303392,3164224,2880752,3371872,2475312
2902480,2894192,1121568,1351168,2413152,1417696,2056208,2405872,2035264,1887424,2240336
2904048,2097536,1743728,1121008,2823408,2446528,2298576,2761248,1964480,2579024,1597904
2910208,2242128,2459632,2027536,3721536,1609776,1690864,1558144,1687504,1873312,1471008
2911328,1946784,1701056,1760416,1401120,3131184,3128272,1605072,2807840,2040416,2117472
2912224,1772736,2451904,3417568,1361024,3098816,3975664,1722448,2411696,1547728,1379504
2912896,3132864,2862160,2941008,1647968,2279312,3945648,2860256,1604176,1686048,3934896
2913232,1886416,1976576,2861152,2395792,3464608,3561936,1940512,1990240,1514576,2286256
2918720,2956912,1450400,2233728,3353168,2166080,3555664,2440816,1683136,2303280,1366960
2932272,2366672,2118144,2121840,3311504,2083536,1385776,2223648,1377824,1622208,1688288
2934064,3068016,1697808,2485056,2821392,2460640,2079840,1574272,2071888,2329376,2704128
2935408,3430448,1573040,2824528,3975664,1379056,2113888,1504048,1772736,1536640,2110080
2939328,2109744,1521072,1527008,2109408,1932000,2468592,1627360,2188592,2807840,1487920
2944816,1968400,1633744,1122576,3309824,3141712,1782368,2139424,2492336,3831296,1600368
2946608,4067728,2397808,2952208,2245488,2241904,1608544,1568672,1677872,1745968,3563392
2947616,1661520,3129952,2910880,4135824,1646736,2165856,3107664,2567152,2061920,1691088
2956688,2081408,2521680,2360848,1137360,2165856,2516752,3793328,1661520,1916432,2153088
2957472,1618288,2167088,1568112,2910096,2563008,2300144,3943856,3083472,2582720,2932608
2958704,1661520,2437792,1900528,1687728,1386672,1691088,1627920,4195744,3129952,2067408
2959488,1363040,1548960,1939952,2086336,1972544,1771056,2377088,1645504,1873200,1527120
2959824,2288496,2528400,2463328,3063536,1701616,2306192,3310496,2520560,2841552,3655680
2972368,2240336,2906848,2756208,2085776,3648064,2041648,3924704,1360800,1364496,2414048
2972592,1873648,3191440,2842560,1518160,2005696,2511712,2041760,1393280,3968832,2755312
2974496,1598352,1565424,2194416,2448768,2824416,2809184,3788624,1964480,1121008,2916144
2978304,2110528,3862544,2318176,1822688,1996512,1649872,2002896,2709616,1524432,3720864
2983232,2081408,2916032,1776208,2603104,2219952,1700048,1137360,4073104,3083472,1125600
2983792,2119488,1124256,2438576,1693216,3931648,2164624,2424912,1429792,1565536,1617056
2984240,2845248,1966160,3714032,1576400,1690752,1869840,1617280,1376368,2214800,1481648
2985472,1386672,1376592,1902880,2508912,3364032,2055312,1500576,1127840,2394448,1385776
2988496,2816352,2219952,1685712,3162880,2055984,2943920,2113664,2056656,2027312,1971536
2991296,1563744,2073568,2155104,1648416,4060000,2118480,1700048,1592528,3106544,1687392
2992976,2583504,1691200,1986656,3610656,1366960,3554320,2329040,3373664,1549408,2110528
3000592,3064208,2899904,2271136,2425024,1731968,1666896,1886976,1425312,1671936,1927184
3003056,1781696,1750224,2106384,2242240,1801408,2407776,2079616,1529584,3068352,1414000
3004848,2118592,1535408,2535344,1435616,1135568,3713920,1868048,1390256,2425024,1576400
3006304,1767584,3464832,2308432,1865584,3830512,1371104,1386672,2561216,1694896,1693104
3014704,2818704,1765456,3922352,1414000,1723232,1610448,2049824,2155328,1921248,2323664
3024896,1370320,4062240,2376416,2842448,2535344,1850128,2155552,3099040,1418368,2707040
3025792,4067728,1697808,2290848,1548960,3149888,1753472,3409168,3948448,3107216,3097360
3026912,1861552,3560816,2106272,2290736,1675072,2303280,2080064,1729280,1878912,1554224
3029600,1729392,4028640,3968832,1544816,1386784,1378496,3478832,1389136,1444800,2583392
3033184,1387904,2337328,2122736,3721872,2276848,3148768,2450560,2067520,2074352,2873584
3038896,1718080,2329152,2123408,1352064,3720864,2216144,2947616,3353056,2377424,1512672
3043600,2169776,1489600,2209536,4164832,2002784,1633744,3604496,1926288,2121392,3974208
3044608,1351504,2274160,2058448,3063536,3931984,1843520,1681344,3698576,1471008,1672608
3051328,3963456,2004352,1932112,2121056,2112880,1554000,1635648,2120944,1781696,2110192
3052112,4028640,1610896,1120336,2161824,3067680,1351952,1981168,2028656,2575216,2147712
3058384,1369760,1610000,2136176,2051728,2532208,1623888,1471008,3574256,1676864,1684928
3073168,2110528,1608544,1680784,4164832,1692880,2080288,3560816,1649872,3470320,1621424
3079552,1865360,2106384,2321648,2555280,2158464,2030000,1993824,1700384,2139648,1636320
3090416,1570912,2067520,2276848,2474304,3975664,2110304,1564976,2545088,3931648,1504048
3093328,2061472,1143296,1971312,4028976,1580992,3411408,1608992,1559152,2395344,2451904
3093552,2377424,3068352,1396192,2936080,1731408,3449936,2840880,2691696,1727376,2523248
3100720,2181536,2699200,3130960,2910544,2861040,1413776,3298288,2360064,4083072,2119264
3103520,1131872,3478832,3068352,2411472,2839984,2130352,1746304,1429568,2090144,1538320
3105424,1616496,2167088,2910096,2580704,1416576,2110528,2164512,1886192,2224320,2060240
3105984,1632064,1700496,3949008,2898112,1444800,1633744,2129008,2307648,1925056,3560256
3108336,2703792,1564976,1368864,2164624,1358448,2943584,4086992,2814336,1387904,1405488
3114832,1398656,1531264,1755936,2947616,1673056,1708336,3375232,2098096,2111424,1862672
3120544,1390256,1922592,2157792,1524656,1418368,1757280,2141104,2450784,1464848,3098816
3126480,1685824,3554208,2800224,2073008,3979024,2398816,2273376,1727712,1932112,3285408
3131408,2069760,2532768,2240336,1429120,3743264,1966048,1916768,2437008,2756208,3098704
3145184,2551136,1386672,2155328,3917984,1616608,2467136,3712912,1385776,2192064,1846656
3158400,1927408,1902432,2459856,2916032,2479680,2447984,1809920,2088688,2940112,1454208
3160192,1358448,2095968,2107056,2377424,2822064,2907632,1726480,2546432,1672384,1725472
3164448,2118592,2535344,2331840,2881536,1922592,2468816,1517264,2757888,2839760,1646624
3167584,1571360,2257472,1648528,1862672,1547840,1492176,1870512,2186016,1360800,3373664
3168032,1124480,3413200,1600368,2445632,2840880,2377760,2715664,1728720,3286416,1686496
3169040,1688960,1767584,2070544,1132096,1127840,2418528,2800224,1694896,2709616,1554000
3176432,2713200,2074576,2861040,2517200,1489600,2757888,2329376,1975904,2140096,2787456
3177552,2155104,3975664,2418528,1564976,2842000,2356816,2703792,2415952,2474304,1432032
3181920,2057104,2956464,2383360,1966048,2079840,1741936,1939280,1364496,2725296,2251312
3194352,3700144,1386224,1693328,2351776,2440816,1590960,1684816,1432592,1984304,1611008
3199952,1144640,1719200,1417584,2958032,1640352,2706368,1869728,1827280,1992368,1815184
3215744,1350496,1367296,1694448,1560384,2160592,2426032,3952032,2155328,1672384,2097536
3223024,2118144,1120896,1744288,3713248,1126496,3410624,3136672,3406592,2076144,1707888
3229184,3321696,1772848,1865696,1773296,1418928,1417584,1376928,2055312,1685152,1125040
3229296,2699200,1783936,2396576,2022384,1698256,3132640,2468592,3130960,1709008,1697360
3232432,2705808,2118032,1946784,1639344,1967952,2397136,1933344,2509136,1740592,1623216
3232544,1143296,2049824,3419136,2818704,2117136,2451904,3411408,2914912,1559152,1705424
3239488,1445360,1668352,2437568,1856736,1648192,1576512,1674064,1783936,1396192,1124256
3240384,2159584,1492288,2532208,1755936,1902880,2271136,3967264,1677872,2176832,2098096
3242400,2329152,1400224,2261168,1681120,1597232,3741136,1966160,3922352,1992368,2555056
3242960,1445360,2339792,1694112,2092384,3725344,2936080,2860368,3286416,3917984,2840880
3244416,2705584,3917088,1708336,1623888,2150512,2192400,1532272,2404528,2236528,1694000
3245872,2896544,1870512,2307312,2077264,2341024,1471008,2409792,2511488,2207184,3456880
3253600,1361024,3749648,2821280,2136176,2548672,4051488,3562384,2910656,1135568,3357200
3258640,2481024,1686944,2688784,2800672,1648192,2081408,1685600,1444688,1671152,2450448
3271296,2548672,2824416,1671936,2122848,2899904,1548960,1135568,1428560,1987664,3713808
3274096,2164624,2307536,1609216,2479232,1914640,2566704,2229696,2943024,1939056,1131648
3280032,1564976,2415952,2276848,2372384,2943584,1677872,2154768,2541952,1788528,2852192
3280480,2430400,2900352,3922352,1352064,2548112,1404816,1121008,2209872,1524656,3931648
3284288,2150288,1616272,1647968,2232944,3407040,1565872,2372160,1962688,1608992,3655792
3296384,2118480,2448544,3830736,1635424,1563744,1352400,1351728,1799616,1904336,2451344
3302880,1568112,2019920,3126032,2164512,2366000,3308256,2046352,1616496,3922016,1538320
3306128,1361024,1629712,1618736,2685648,2852192,2955232,2952096,3430672,3084592,3171168
3309376,1686720,1120448,2555056,1632064,1726928,2937424,4133248,3129952,2276400,2274832
3309600,1531264,1683696,1131760,2018576,2558304,1428336,3554320,2086000,1677872,1685488
3313072,1900080,1914528,2155104,2230928,2474304,2933280,1463952,1143968,2456272,1794016
3317440,1729280,2888928,3097248,3456320,1649872,3554096,3193904,2041760,1971200,2504768
3319680,2816352,2943920,3655680,2376976,2306192,1724352,2464448,1685152,1935584,1384544
3320240,1419824,1624112,1552432,1681792,3309600,1435616,2229696,2468592,2231824,2429952
3322928,2385152,2286032,2061920,1134336,1964480,1423856,3788624,1419040,1690416,1415344
3331216,1135680,1552544,2860144,3068352,2130352,2398480,1358672,1374016,1388352,2155888
3335248,2861040,3310496,2151968,2517088,3922128,4130336,1648640,2271696,1691424,2429392
3343088,1726928,1444800,4028640,2242016,3376016,2252096,2873360,3429888,1686720,2766176
3344096,2818704,2055984,2549680,1693776,2020816,3788624,2860144,2450896,2566592,1534624
3344880,2602880,4029200,1605072,2336656,1916768,2019696,3718064,2818256,3130960,1717968
3349920,2338784,2957024,2451344,3125808,2030000,1580992,2860144,3967712,2240336,3952368
3365040,1885184,1134336,2139648,2242240,1733200,2839648,2515072,2153088,2413264,2167424
3370640,2528400,2001776,2069872,3178896,1129296,2367792,4062240,3184496,2433088,2257920
3379936,2716336,2618336,2015440,1385776,1579648,2232496,1542912,2917824,2366672,1384880
3380608,2142560,2543184,3726576,2098096,2399152,3967264,2912896,2109744,2006704,2306640
3382736,1135680,3148992,3366496,3604160,4201232,1125824,2761136,1625344,1395520,1636320
3391808,1865360,1428784,1940512,1755152,3358432,2388400,2846704,3125808,1571024,2026640
3397744,2555056,1400224,2370704,1415792,2329152,1681120,1857072,2051056,2276400,2478672
3401104,2821504,1525888,2816688,1129296,3150000,1768368,2459184,3099264,3575264,3478832
3408272,2086336,1639680,2257472,3357648,1581328,2335424,4063136,1766464,3300304,1993936
3412304,1650992,1858864,3968832,3285408,2243808,2565024,2542848,2094848,3920448,2307536
3417680,2050272,2251088,2111984,2788576,1914976,1534624,2366000,3150112,1841056,3111472
3422720,2117136,2005584,1521744,1559152,2946720,3419136,4008704,2115344,1995728,1458576
3423952,3066224,1771616,2942800,2290288,3063536,3928624,1596000,1519952,1775088,3066784
3436944,1682800,4083184,2845808,2445968,1386672,2547664,1902096,2955904,2123072,2192960
3463600,2058336,4061456,2842336,2854656,2880752,3164224,2433984,1687616,2158912,1998528
3464496,3083472,2080288,2155888,1700048,1684256,1930320,3783808,2396688,1984304,2432864
3466400,2900576,2110976,2448768,1425312,1599248,1565424,3924368,3744832,1728944,2075360
3472560,1384656,1371216,3367280,3721536,2913904,2307760,2543184,2915808,1783936,2109744
3477712,1861552,4073104,1934800,2837968,1432592,1553216,1768704,1841952,2341024,1740704
3478944,2113664,2930256,1565760,2380448,2876272,3191440,2240560,2842560,2041760,2114784
3487232,3744720,2420880,1381968,1729056,1379168,2113664,1725920,2307424,4127200,2119264
3487456,1965712,2430512,2509136,3922128,2243360,1529136,1607424,2168768,2290512,1477168
3491376,3067680,2685648,3430672,2938096,2839872,2243472,3967488,1361024,1565872,3331664
3491600,2368240,2846480,1677984,4044320,2760800,2433088,1617728,1570128,2821504,2069872
3499888,2888368,2770208,3563392,1420720,1144528,3889312,2699200,2257136,2387168,2685648
3501232,1673728,1921248,2839984,1732080,2123072,1977248,2323664,2467136,2840208,2113664
3502912,1652896,2305296,1702960,2223984,2927792,2953440,3064208,3146976,1887424,3417568
3505488,1922592,3554208,3358544,2706032,3107552,1682016,1570912,2434544,2456384,2198560
3508960,2815568,1563968,1597792,2807952,1143968,2715552,2144240,2166976,1570128,3300304
3521728,3723664,1695232,1413776,1966160,1144528,1508416,2225440,1538208,2709280,2083536
3523296,1422400,1862448,2433984,2810304,3524304,3098368,1403696,1781248,2350320,3775520
3523520,1574496,2182544,2329712,3189200,1144640,2408000,1683248,2839984,3952368,2685088
3527776,3367392,2264640,2412368,1379280,3555440,2140992,1131872,1571360,3373664,2335424
3528448,2182544,1682240,2541952,2880304,2408000,2681168,3290672,2241904,1617280,3092656
3530912,1383872,3066896,2448768,4126304,2502864,1693888,2853760,3647728,2243360,2928016
3534272,1729056,2236528,1589728,2493680,1365504,1687168,2148272,4150048,2308656,3181472
3536288,1360800,2638944,1568112,1388352,2929696,2479904,2601872,1693776,1927408,2046352
3539984,2845696,3562384,2271472,1376592,2876272,2570736,2910320,1901536,1415232,2525040
3542448,1804544,3409392,1964704,1835680,2336544,2192064,2290176,3417568,3430448,1427888
3542896,2019920,2182544,1688176,1970864,2541952,3429888,1650768,2964416,3310608,2888592
3549280,2123072,2531424,1693216,2323664,1921248,2341024,4028640,2450560,3659264,1124256
3551408,2336432,1822688,1991136,2418528,4131120,2800224,2368240,2846032,2824864,1711024
3553536,2112880,2818144,1760976,2818704,2055984,2139424,1682016,2336544,1636096,2003008
3553648,1947456,1727712,2273376,1553888,2321312,1683808,1553776,2706368,3555664,1652560
3555664,2271136,1995392,1135568,1124816,2957248,1605632,2340912,2724736,2176832,2331840
3556112,3748976,1361136,2688560,2232944,2303728,3925376,2026864,2076368,3292464,2061584
3556672,2140432,1917104,2544192,2534448,2269904,1137248,2825088,2841440,1398656,2058336
3562048,1124480,2139760,2715664,1126720,1350720,2261168,1400224,2555056,2873472,2455040
3562272,2061920,3604608,1635200,1908928,1424080,2919728,2307312,2231936,3066784,1759072
3563504,1137360,1445360,2688784,2450448,1872976,1856736,2888816,3191888,2800672,2546432
3563840,1425312,2073456,1857968,2045568,2889712,1783376,3923584,2847936,2937536,3456320
3564848,2209648,1597792,2157904,1498448,2269120,3604832,3775744,2303728,2350320,1598016
3573360,3083472,3965024,1756496,1930320,2602208,2041872,1681344,1684592,1705872,3557680
3575712,1397760,2300144,1121120,2887472,4164608,3943744,1671936,2450448,3131184,1618288
3576496,2240448,4012176,1907136,2433984,4036592,1839040,2814224,2446192,2158912,1616272
